iter	Passed	Remaining
1649	165157	135128
1650	165267	135036
1651	165372	134940
1652	165498	134862
1653	165618	134777
1654	165729	134686
1655	165830	134586
1656	165940	134494
1657	166026	134383
1658	166117	134275
1659	166228	134184
1660	166315	134073
1661	166417	133975
1662	166511	133869
1663	166625	133781
1664	166739	133692
1665	166846	133597
1666	166966	133513
1667	167082	133425
1668	167182	133325
1669	167294	133234
1670	167405	133143
1671	167507	133044
1672	167592	132931
1673	167689	132829
1674	167791	132730
1675	167893	132631
1676	168003	132539
1677	168097	132434
1678	168207	132342
1679	168296	132233
1680	168406	132140
1681	168493	132029
1682	168601	131935
1683	168701	131835
1684	168812	131744
1685	168915	131646
1686	168999	131533
1687	169096	131430
1688	169189	131324
1689	169279	131216
1690	169373	131111
1691	169478	131015
1692	169560	130900
1693	169664	130804
1694	169766	130705
1695	169871	130609
1696	169969	130506
1697	170059	130399
1698	170160	130299
1699	170252	130193
1700	170352	130092
1701	170439	129982
1702	170529	129874
1703	170610	129759
1704	170700	129652
1705	170792	129545
1706	170894	129447
1707	170980	129336
1708	171069	129227
1709	171170	129128
1710	171272	129029
1711	171366	128925
1712	171471	128829
1713	171569	128727
1714	171672	128628
1715	171767	128525
1716	171858	128418
1717	171969	128326
1718	172067	128225
1719	172178	128133
1720	172281	128034
1721	172392	127943
1722	172485	127837
1723	172586	127738
1724	172672	127627
1725	172753	127513
1726	172852	127412
1727	172955	127314
1728	173052	127212
1729	173146	127107
1730	173239	127001
1731	173337	126900
1732	173430	126795
1733	173514	126683
1734	173603	126575
1735	173704	126476
1736	173809	126379
1737	173902	126274
1738	174003	126175
1739	174084	126060
1740	174164	125946
1741	174261	125844
1742	174356	125740
1743	174440	125629
1744	174533	125524
1745	174624	125417
1746	174726	125319
1747	174816	125212
1748	174918	125112
1749	175009	125006
1750	175117	124912
1751	175223	124816
1752	175314	124710
1753	175417	124612
1754	175533	124523
1755	175640	124428
1756	175744	124331
1757	175854	124238
1758	175942	124130
1759	176034	124024
1760	176122	123915
1761	176222	123815
1762	176323	123716
1763	176422	123615
1764	176530	123521
1765	176621	123415
1766	176715	123310
1767	176822	123215
1768	176922	123115
1769	177027	123018
1770	177127	122918
1771	177221	122814
1772	177308	122706
1773	177430	122620
1774	177542	122529
1775	177659	122441
1776	177754	122337
1777	177865	122244
1778	177972	122149
1779	178086	122059
1780	178177	121952
1781	178268	121846
1782	178376	121752
1783	178469	121647
1784	178567	121545
1785	178666	121445
1786	178775	121351
1787	178884	121257
1788	178987	121159
1789	179084	121057
1790	179175	120950
1791	179283	120856
1792	179382	120755
1793	179472	120648
1794	179557	120538
1795	179664	120442
1796	179751	120334
1797	179841	120227
1798	179950	120133
1799	180040	120027
1800	180153	119935
1801	180261	119840
1802	180366	119744
1803	180459	119639
1804	180563	119542
1805	180663	119441
1806	180756	119336
1807	180846	119230
1808	180939	119126
1809	181031	119020
1810	181139	118925
1811	181240	118826
1812	181340	118726
1813	181430	118620
1814	181522	118514
1815	181625	118416
1816	181716	118310
1817	181817	118211
1818	181909	118106
1819	181993	117995
1820	182076	117885
1821	182183	117789
1822	182296	117697
1823	182399	117599
1824	182500	117500
1825	182619	117412
1826	182722	117314
1827	182830	117219
1828	182946	117129
1829	183069	117044
1830	183179	116950
1831	183314	116872
1832	183430	116783
1833	183561	116702
1834	183698	116625
1835	183818	116538
1836	183944	116454
1837	184052	116359
1838	184151	116259
1839	184259	116163
1840	184373	116072
1841	184483	115978
1842	184589	115881
1843	184699	115787
1844	184813	115696
1845	184921	115601
1846	185025	115503
1847	185125	115402
1848	185224	115301
1849	185326	115203
1850	185450	115117
1851	185562	115024
1852	185675	114932
1853	185780	114834
1854	185906	114750
1855	186013	114654
1856	186122	114560
1857	186214	114454
1858	186310	114351
1859	186413	114253
1860	186533	114165
1861	186619	114056
1862	186705	113947
1863	186789	113837
1864	186880	113731
1865	186961	113619
1866	187055	113515
1867	187139	113405
1868	187235	113302
1869	187334	113202
1870	187420	113093
1871	187511	112987
1872	187594	112877
1873	187713	112788
1874	187835	112701
1875	187935	112601
1876	188059	112515
1877	188162	112416
1878	188292	112334
1879	188410	112244
1880	188521	112150
1881	188627	112054
1882	188733	111957
1883	188862	111873
1884	188980	111783
1885	189103	111697
1886	189199	111594
1887	189308	111499
1888	189430	111412
1889	189543	111319
1890	189642	111218
1891	189760	111128
1892	189890	111045
1893	190009	110955
1894	190138	110872
1895	190251	110779
1896	190356	110681
1897	190474	110591
1898	190581	110494
1899	190693	110401
1900	190811	110311
1901	190915	110213
1902	191019	110114
1903	191118	110013
1904	191213	109910
1905	191314	109809
1906	191436	109722
1907	191536	109621
1908	191639	109522
1909	191741	109423
1910	191856	109331
1911	191959	109232
1912	192066	109135
1913	192173	109038
1914	192279	108941
1915	192386	108845
1916	192481	108741
1917	192586	108643
1918	192676	108537
1919	192781	108439
1920	192879	108337
1921	192993	108244
1922	193109	108153
1923	193223	108060
1924	193313	107954
1925	193414	107854
1926	193514	107753
1927	193630	107661
1928	193753	107573
1929	193876	107486
1930	193979	107387
1931	194068	107280
1932	194160	107174
1933	194269	107079
1934	194367	106977
1935	194462	106874
1936	194552	106767
1937	194649	106665
1938	194758	106570
1939	194873	106477
1940	194984	106382
1941	195093	106286
1942	195207	106193
1943	195315	106097
1944	195413	105995
1945	195516	105896
1946	195624	105800
1947	195764	105720
1948	195868	105622
1949	195967	105521
1950	196191	105486
1951	196306	105394
1952	196412	105296
1953	196532	105206
1954	196637	105108
1955	196725	105000
1956	196822	104898
1957	196939	104806
1958	197029	104700
1959	197124	104596
1960	197222	104494
1961	197318	104391
1962	197411	104287
1963	197508	104184
1964	197598	104078
1965	197694	103975
1966	197789	103871
1967	197904	103779
1968	197987	103669
1969	198077	103563
1970	198159	103453
1971	198237	103340
1972	198336	103239
1973	198438	103139
1974	198536	103038
1975	198637	102937
1976	198724	102830
1977	198822	102728
1978	198914	102623
1979	199007	102519
1980	199101	102415
1981	199195	102311
1982	199298	102212
1983	199388	102106
1984	199484	102003
1985	199596	101908
1986	199689	101804
1987	199781	101699
1988	199876	101596
1989	199965	101490
1990	200054	101383
1991	200149	101280
1992	200230	101170
1993	200310	101059
1994	200390	100948
1995	200468	100837
1996	200559	100731
1997	200654	100628
1998	200731	100516
1999	200815	100407
2000	200906	100302
2001	200989	100193
2002	201091	100093
2003	201174	99985
2004	201262	99878
2005	201342	99768
2006	201426	99659
2007	201515	99553
2008	201605	99447
2009	201703	99346
2010	201796	99242
2011	201884	99136
2012	201964	99025
2013	202041	98914
2014	202125	98805
2015	202212	98698
2016	202288	98586
2017	202377	98481
2018	202467	98375
2019	202562	98272
2020	202661	98171
2021	202750	98066
2022	202846	97963
2023	202930	97856
2024	203011	97746
2025	203091	97636
2026	203170	97525
2027	203253	97417
2028	203332	97307
2029	203421	97201
2030	203515	97098
2031	203606	96993
2032	203695	96888
2033	203782	96781
2034	203876	96678
2035	203960	96570
2036	204056	96468
2037	204148	96364
2038	204223	96252
2039	204319	96150
2040	204403	96042
2041	204492	95937
2042	204589	95835
2043	204678	95730
2044	204761	95622
2045	204861	95522
2046	204952	95417
2047	205055	95318
2048	205150	95216
2049	205251	95116
2050	205344	95013
2051	205443	94912
2052	205530	94806
2053	205630	94706
2054	205737	94609
2055	205836	94508
2056	205924	94402
2057	206002	94292
2058	206088	94186
2059	206184	94084
2060	206279	93981
2061	206385	93884
2062	206487	93785
2063	206609	93695
2064	206708	93594
2065	206816	93497
2066	206927	93402
2067	207025	93301
2068	207113	93196
2069	207211	93094
2070	207312	92995
2071	207395	92887
2072	207496	92787
2073	207596	92687
2074	207678	92579
2075	207763	92472
2076	207873	92377
2077	207977	92278
2078	208058	92170
2079	208145	92064
2080	208242	91962
2081	208329	91856
2082	208426	91755
2083	208520	91652
2084	208618	91552
2085	208702	91444
2086	208793	91340
2087	208880	91235
2088	208962	91127
2089	209050	91022
2090	209153	90923
2091	209238	90816
2092	209330	90713
2093	209430	90613
2094	209519	90508
2095	209618	90408
2096	209731	90313
2097	209846	90220
2098	209966	90128
2099	210063	90027
2100	210163	89926
2101	210250	89821
2102	210338	89716
2103	210431	89613
2104	210535	89514
2105	210630	89412
2106	210758	89324
2107	210907	89245
2108	211041	89159
2109	211145	89061
2110	211251	88963
2111	211358	88866
2112	211455	88765
2113	211574	88673
2114	211679	88575
2115	211789	88479
2116	211886	88377
2117	211983	88276
2118	212085	88177
2119	212189	88078
2120	212289	87978
2121	212402	87883
2122	212505	87784
2123	212629	87694
2124	212725	87592
2125	212828	87494
2126	212920	87390
2127	213027	87293
2128	213123	87191
2129	213210	87085
2130	213316	86988
2131	213420	86889
2132	213518	86789
2133	213606	86683
2134	213710	86585
2135	213808	86484
2136	213923	86390
2137	214008	86284
2138	214096	86178
2139	214202	86081
2140	214294	85978
2141	214391	85876
2142	214484	85773
2143	214588	85675
2144	214690	85576
2145	214791	85476
2146	214901	85380
2147	214995	85277
2148	215110	85183
2149	215206	85081
2150	215291	84975
2151	215377	84869
2152	215470	84767
2153	215575	84669
2154	215677	84569
2155	215780	84470
2156	215875	84368
2157	215961	84263
2158	216039	84154
2159	216127	84049
2160	216219	83946
2161	216317	83845
2162	216418	83745
2163	216504	83640
2164	216595	83536
2165	216695	83436
2166	216796	83337
2167	216873	83228
2168	216954	83120
2169	217043	83016
2170	217127	82910
2171	217207	82802
2172	217297	82699
2173	217373	82589
2174	217462	82485
2175	217571	82389
2176	217668	82288
2177	217765	82186
2178	217884	82093
2179	217996	81998
2180	218094	81898
2181	218193	81797
2182	218319	81707
2183	218401	81600
2184	218496	81498
2185	218580	81392
2186	218662	81285
2187	218766	81187
2188	218848	81080
2189	218928	80973
2190	219009	80866
2191	219102	80763
2192	219205	80665
2193	219304	80565
2194	219425	80472
2195	219611	80404
2196	219708	80303
2197	219806	80202
2198	219884	80094
2199	219967	79988
2200	220061	79885
2201	220156	79784
2202	220247	79680
2203	220334	79576
2204	220411	79468
2205	220492	79361
2206	220597	79263
2207	220687	79159
2208	220782	79057
2209	220865	78952
2210	220960	78850
2211	221050	78746
2212	221138	78642
2213	221222	78537
2214	221303	78430
2215	221379	78322
2216	221468	78218
2217	221551	78112
2218	221643	78009
2219	221726	77903
2220	221811	77798
2221	221891	77692
2222	221983	77589
2223	222067	77484
2224	222162	77382
2225	222250	77278
2226	222344	77176
2227	222442	77075
2228	222522	76969
2229	222605	76863
2230	222696	76760
2231	222781	76655
2232	222877	76554
2233	222968	76451
2234	223056	76348
2235	223138	76242
2236	223223	76137
2237	223307	76032
2238	223402	75930
2239	223487	75826
2240	223585	75725
2241	223679	75623
2242	223767	75520
2243	223858	75417
2244	223943	75312
2245	224025	75207
2246	224116	75104
2247	224205	75001
2248	224307	74902
2249	224394	74798
2250	224486	74696
2251	224572	74591
2252	224662	74488
2253	224765	74389
2254	224852	74286
2255	224951	74186
2256	225044	74084
2257	225146	73985
2258	225237	73882
2259	225317	73776
2260	225419	73677
2261	225511	73575
2262	225617	73477
2263	225719	73378
2264	225807	73275
2265	225913	73177
2266	225997	73072
2267	226082	72968
2268	226182	72868
2269	226259	72762
2270	226351	72659
2271	226436	72555
2272	226519	72450
2273	226618	72350
2274	226712	72248
2275	226800	72145
2276	226893	72043
2277	226992	71943
2278	227088	71843
2279	227176	71739
2280	227275	71640
2281	227364	71537
2282	227460	71436
2283	227554	71334
2284	227640	71230
2285	227724	71126
2286	227813	71023
2287	227903	70920
2288	227991	70817
2289	228075	70713
2290	228155	70607
2291	228260	70509
2292	228358	70409
2293	228444	70306
2294	228544	70206
2295	228644	70107
2296	228734	70004
2297	228848	69909
2298	228937	69806
2299	229020	69701
2300	229103	69597
2301	229195	69495
2302	229287	69393
2303	229382	69292
2304	229479	69192
2305	229562	69087
2306	229650	68984
2307	229741	68882
2308	229839	68782
2309	229942	68684
2310	230038	68583
2311	230140	68484
2312	230220	68379
2313	230317	68279
2314	230409	68177
2315	230493	68073
2316	230576	67968
2317	230654	67863
2318	230749	67762
2319	230840	67660
2320	230921	67555
2321	231008	67452
2322	231097	67349
2323	231171	67242
2324	231261	67140
2325	231352	67038
2326	231447	66937
2327	231526	66832
2328	231619	66731
2329	231705	66627
2330	231797	66526
2331	231889	66424
2332	231989	66325
2333	232070	66220
2334	232156	66117
2335	232255	66017
2336	232353	65917
2337	232452	65818
2338	232544	65716
2339	232628	65613
2340	232703	65506
2341	232796	65405
2342	232871	65299
2343	232965	65198
2344	233053	65096
2345	233141	64993
2346	233218	64887
2347	233296	64782
2348	233375	64677
2349	233454	64572
2350	233542	64470
2351	233622	64365
2352	233705	64261
2353	233797	64160
2354	233886	64058
2355	233966	63953
2356	234055	63851
2357	234142	63748
2358	234241	63649
2359	234330	63547
2360	234412	63443
2361	234500	63340
2362	234584	63237
2363	234659	63131
2364	234752	63030
2365	234842	62928
2366	234923	62824
2367	235003	62720
2368	235078	62614
2369	235161	62511
2370	235246	62408
2371	235325	62303
2372	235414	62201
2373	235502	62099
2374	235584	61995
2375	235673	61894
2376	235759	61791
2377	235850	61689
2378	235946	61589
2379	236029	61486
2380	236114	61383
2381	236189	61278
2382	236272	61175
2383	236354	61071
2384	236426	60965
2385	236510	60862
2386	236585	60756
2387	236661	60651
2388	236757	60552
2389	236837	60448
2390	236925	60346
2391	237018	60245
2392	237112	60145
2393	237189	60040
2394	237268	59936
2395	237364	59836
2396	237453	59734
2397	237541	59632
2398	237627	59530
2399	237768	59442
2400	237888	59348
2401	237987	59249
2402	238078	59148
2403	238176	59048
2404	238270	58948
2405	238374	58850
2406	238488	58755
2407	238611	58661
2408	238719	58564
2409	238824	58467
2410	238928	58369
2411	239028	58270
2412	239129	58171
2413	239314	58093
2414	239463	58006
2415	239565	57908
2416	239674	57811
2417	239779	57713
2418	239895	57618
2419	240005	57522
2420	240110	57424
2421	240207	57324
2422	240302	57224
2423	240402	57125
2424	240494	57024
2425	240595	56925
2426	240682	56823
2427	240785	56725
2428	240897	56629
2429	241007	56532
2430	241129	56438
2431	241250	56344
2432	241354	56246
2433	241474	56152
2434	241578	56054
2435	241670	55953
2436	241772	55854
2437	241873	55755
2438	241962	55654
2439	242048	55552
2440	242150	55453
2441	242231	55350
2442	242330	55250
2443	242427	55151
2444	242526	55052
2445	242623	54952
2446	242727	54854
2447	242834	54756
2448	242929	54656
2449	243012	54553
2450	243123	54457
2451	243231	54360
2452	243331	54261
2453	243447	54165
2454	243587	54075
2455	243722	53984
2456	243823	53885
2457	243937	53789
2458	244046	53692
2459	244156	53595
2460	244259	53496
2461	244360	53398
2462	244468	53300
2463	244575	53203
2464	244678	53104
2465	244803	53011
2466	244909	52913
2467	245012	52814
2468	245098	52712
2469	245193	52612
2470	245293	52513
2471	245405	52416
2472	245512	52319
2473	245604	52218
2474	245734	52125
2475	245890	52038
2476	246017	51944
2477	246126	51847
2478	246245	51752
2479	246356	51655
2480	246479	51561
2481	246589	51463
2482	246697	51366
2483	246824	51272
2484	246977	51184
2485	247101	51090
2486	247224	50995
2487	247336	50898
2488	247455	50803
2489	247597	50712
2490	247742	50622
2491	247870	50528
2492	248000	50435
2493	248281	50373
2494	248405	50278
2495	248518	50181
2496	248626	50083
2497	248729	49984
2498	248829	49885
2499	248930	49786
2500	249027	49685
2501	249132	49587
2502	249226	49486
2503	249324	49387
2504	249427	49288
2505	249518	49186
2506	249619	49087
2507	249712	48986
2508	249814	48887
2509	249900	48785
2510	249983	48682
2511	250083	48583
2512	250182	48483
2513	250272	48382
2514	250363	48280
2515	250454	48179
2516	250556	48080
2517	250654	47980
2518	250745	47879
2519	250831	47777
2520	250923	47676
2521	251026	47577
2522	251118	47476
2523	251219	47377
2524	251309	47276
2525	251409	47176
2526	251510	47077
2527	251613	46978
2528	251720	46880
2529	251810	46779
2530	251903	46678
2531	251985	46575
2532	252072	46473
2533	252167	46373
2534	252250	46270
2535	252338	46169
2536	252424	46067
2537	252532	45969
2538	252633	45869
2539	252730	45770
2540	252833	45671
2541	252936	45572
2542	253023	45470
2543	253112	45369
2544	253204	45268
2545	253300	45168
2546	253390	45067
2547	253477	44965
2548	253563	44863
2549	253645	44760
2550	253743	44661
2551	253845	44562
2552	253940	44461
2553	254052	44364
2554	254155	44265
2555	254268	44168
2556	254356	44067
2557	254437	43964
2558	254536	43865
2559	254649	43767
2560	254770	43672
2561	254910	43579
2562	255023	43482
2563	255134	43384
2564	255253	43288
2565	255371	43192
2566	255500	43097
2567	255627	43002
2568	255757	42908
2569	255884	42813
2570	255999	42716
2571	256126	42621
2572	256252	42526
2573	256373	42430
2574	256518	42337
2575	256640	42242
2576	256759	42145
2577	256873	42048
2578	256979	41949
2579	257076	41849
2580	257195	41753
2581	257299	41654
2582	257413	41556
2583	257541	41461
2584	257653	41364
2585	257777	41268
2586	257905	41173
2587	258022	41076
2588	258138	40979
2589	258450	40912
2590	258598	40820
2591	258752	40729
2592	258867	40632
2593	258967	40532
2594	259118	40440
2595	259238	40343
2596	259351	40245
2597	259464	40148
2598	259601	40054
2599	259710	39955
2600	259822	39857
2601	259947	39761
2602	260055	39662
2603	260171	39565
2604	260369	39480
2605	260548	39392
2606	260677	39296
2607	260799	39199
2608	260917	39102
2609	261025	39003
2610	261136	38905
2611	261245	38806
2612	261375	38711
2613	261509	38616
2614	261644	38521
2615	261766	38424
2616	261907	38330
2617	262007	38230
2618	262135	38134
2619	262276	38040
2620	262431	37947
2621	262533	37848
2622	262636	37748
2623	262743	37649
2624	262840	37548
2625	262941	37448
2626	263037	37347
2627	263151	37249
2628	263262	37151
2629	263371	37052
2630	263461	36950
2631	263577	36852
2632	263692	36754
2633	263793	36654
2634	263894	36554
2635	263984	36453
2636	264078	36352
2637	264174	36251
2638	264269	36150
2639	264369	36050
2640	264460	35948
2641	264543	35846
2642	264632	35744
2643	264721	35643
2644	264818	35542
2645	264928	35444
2646	265012	35341
2647	265093	35239
2648	265207	35140
2649	265289	35038
2650	265386	34937
2651	265468	34835
2652	265555	34733
2653	265647	34632
2654	265739	34531
2655	265831	34429
2656	265916	34328
2657	265997	34225
2658	266074	34122
2659	266177	34022
2660	266256	33919
2661	266352	33819
2662	266449	33718
2663	266536	33617
2664	266623	33515
2665	266721	33415
2666	266817	33314
2667	266913	33214
2668	266990	33111
2669	267077	33009
2670	267172	32908
2671	267262	32807
2672	267346	32705
2673	267449	32606
2674	267551	32506
2675	267652	32406
2676	267733	32304
2677	267829	32203
2678	267916	32102
2679	268000	32000
2680	268074	31896
2681	268164	31795
2682	268249	31694
2683	268341	31593
2684	268435	31492
2685	268529	31391
2686	268618	31290
2687	268706	31189
2688	268802	31088
2689	268891	30987
2690	268990	30887
2691	269078	30786
2692	269156	30683
2693	269248	30582
2694	269329	30480
2695	269413	30378
2696	269519	30279
2697	269597	30177
2698	269683	30075
2699	269772	29974
2700	269853	29872
2701	269943	29771
2702	270019	29669
2703	270111	29568
2704	270204	29467
2705	270294	29366
2706	270369	29264
2707	270467	29164
2708	270578	29065
2709	270682	28966
2710	270787	28866
2711	270882	28766
2712	270994	28667
2713	271089	28567
2714	271199	28468
2715	271289	28367
2716	271393	28268
2717	271496	28168
2718	271595	28068
2719	271708	27970
2720	271817	27871
2721	271906	27770
2722	272008	27670
2723	272109	27570
2724	272208	27470
2725	272304	27370
2726	272413	27271
2727	272515	27171
2728	272618	27072
2729	272723	26972
2730	272823	26872
2731	272933	26773
2732	273037	26674
2733	273172	26577
2734	273297	26480
2735	273383	26379
2736	273490	26279
2737	273630	26183
2738	273747	26085
2739	273867	25987
2740	273998	25890
2741	274117	25792
2742	274228	25693
2743	274358	25596
2744	274486	25498
2745	274608	25400
2746	274744	25304
2747	274856	25205
2748	274985	25107
2749	275108	25009
2750	275247	24913
2751	275377	24815
2752	275504	24718
2753	275616	24619
2754	275751	24522
2755	275852	24422
2756	275947	24321
2757	276054	24222
2758	276152	24122
2759	276272	24023
2760	276385	23924
2761	276480	23824
2762	276589	23724
2763	276702	23625
2764	276822	23527
2765	276920	23427
2766	277039	23328
2767	277152	23229
2768	277258	23129
2769	277370	23030
2770	277472	22930
2771	277576	22830
2772	277688	22731
2773	277804	22632
2774	277909	22533
2775	278015	22433
2776	278120	22333
2777	278228	22234
2778	278341	22135
2779	278464	22036
2780	278581	21937
2781	278696	21838
2782	278805	21739
2783	278910	21639
2784	279007	21539
2785	279126	21440
2786	279240	21341
2787	279359	21242
2788	279466	21142
2789	279571	21043
2790	279668	20942
2791	279761	20841
2792	279848	20740
2793	279934	20639
2794	280030	20538
2795	280132	20438
2796	280241	20339
2797	280344	20239
2798	280437	20138
2799	280523	20037
2800	280621	19937
2801	280736	19837
2802	280835	19737
2803	280929	19637
2804	281015	19535
2805	281101	19434
2806	281184	19333
2807	281282	19233
2808	281370	19131
2809	281455	19030
2810	281547	18930
2811	281659	18830
2812	281762	18730
2813	281859	18630
2814	281948	18529
2815	282037	18428
2816	282133	18328
2817	282217	18226
2818	282311	18126
2819	282402	18025
2820	282493	17924
2821	282593	17824
2822	282689	17724
2823	282786	17624
2824	282887	17524
2825	282971	17422
2826	283063	17322
2827	283163	17222
2828	283249	17121
2829	283346	17020
2830	283436	16920
2831	283537	16820
2832	283624	16719
2833	283722	16618
2834	283817	16518
2835	283915	16418
2836	284003	16317
2837	284097	16216
2838	284184	16116
2839	284271	16015
2840	284372	15915
2841	284468	15814
2842	284564	15714
2843	284662	15614
2844	284750	15513
2845	284842	15413
2846	284929	15312
2847	285027	15212
2848	285112	15111
2849	285206	15010
2850	285300	14910
2851	285383	14809
2852	285480	14709
2853	285567	14608
2854	285670	14508
2855	285766	14408
2856	285847	14307
2857	285946	14207
2858	286039	14106
2859	286141	14006
2860	286244	13907
2861	286349	13807
2862	286438	13706
2863	286545	13606
2864	286647	13506
2865	286749	13406
2866	286866	13307
2867	286966	13207
2868	287061	13107
2869	287165	13007
2870	287258	12907
2871	287355	12806
2872	287446	12706
2873	287544	12606
2874	287640	12506
2875	287735	12405
2876	287835	12305
2877	287942	12206
2878	288055	12106
2879	288150	12006
2880	288247	11906
2881	288352	11806
2882	288447	11706
2883	288552	11606
2884	288650	11505
2885	288761	11406
2886	288852	11305
2887	288950	11205
2888	289047	11105
2889	289149	11005
2890	289236	10905
2891	289331	10804
2892	289429	10704
2893	289526	10604
2894	289632	10504
2895	289724	10404
2896	289822	10304
2897	289931	10204
2898	290052	10105
2899	290160	10005
2900	290285	9906
2901	290412	9807
2902	290533	9707
2903	290689	9609
2904	290864	9511
2905	290963	9411
2906	291064	9311
2907	291174	9211
2908	291268	9111
2909	291360	9011
2910	291472	8911
2911	291578	8811
2912	291668	8711
2913	291774	8611
2914	291873	8510
2915	291959	8410
2916	292049	8309
2917	292145	8209
2918	292242	8109
2919	292355	8009
2920	292458	7909
2921	292562	7809
2922	292669	7709
2923	292775	7609
2924	292908	7510
2925	293023	7410
2926	293153	7311
2927	293257	7211
2928	293360	7111
2929	293467	7011
2930	293565	6910
2931	293674	6811
2932	293766	6710
2933	293870	6610
2934	293981	6510
2935	294075	6410
2936	294186	6310
2937	294319	6210
2938	294435	6111
2939	294548	6011
2940	294658	5911
2941	294761	5811
2942	294878	5711
2943	294973	5610
2944	295072	5510
2945	295166	5410
2946	295275	5310
2947	295376	5210
2948	295480	5110
2949	295579	5009
2950	295688	4909
2951	295780	4809
2952	295868	4709
2953	295975	4608
2954	296073	4508
2955	296164	4408
2956	296272	4308
2957	296375	4208
2958	296479	4108
2959	296579	4007
2960	296680	3907
2961	296771	3807
2962	296863	3707
2963	296944	3606
2964	297045	3506
2965	297162	3406
2966	297266	3306
2967	297360	3206
2968	297461	3105
2969	297565	3005
2970	297682	2905
2971	297799	2805
2972	297893	2705
2973	297976	2605
2974	298060	2504
2975	298143	2404
2976	298247	2304
2977	298334	2203
2978	298413	2103
2979	298508	2003
2980	298605	1903
2981	298702	1803
2982	298781	1702
2983	298867	1602
2984	298960	1502
2985	299043	1402
2986	299128	1301
2987	299206	1201
2988	299288	1101
2989	299371	1001
2990	299465	901
2991	299557	800
2992	299645	700
2993	299757	600
2994	299846	500
2995	299943	400
2996	300036	300
2997	300127	200
2998	300220	100
2999	300306	0
