iter	RMSE
1664	1.045045053
1665	1.045041389
1666	1.045037701
1667	1.045034104
1668	1.045031091
1669	1.045026511
1670	1.045023168
1671	1.045018718
1672	1.045013467
1673	1.045011192
1674	1.045007479
1675	1.045003336
1676	1.044998976
1677	1.044996571
1678	1.044993375
1679	1.044989798
1680	1.044986152
1681	1.04498238
1682	1.044979099
1683	1.04497662
1684	1.044973084
1685	1.044969125
1686	1.044964563
1687	1.044961661
1688	1.044959124
1689	1.044955521
1690	1.04495252
1691	1.044949151
1692	1.044945553
1693	1.044942738
1694	1.044939234
1695	1.044936641
1696	1.044932856
1697	1.044929501
1698	1.0449256
1699	1.044921807
1700	1.044918644
1701	1.044915106
1702	1.044911081
1703	1.044907137
1704	1.044903469
1705	1.044900012
1706	1.044897403
1707	1.04489317
1708	1.044889931
1709	1.044886557
1710	1.044882407
1711	1.044879172
1712	1.04487532
1713	1.044872216
1714	1.044868813
1715	1.044865714
1716	1.044862305
1717	1.044858367
1718	1.044854508
1719	1.044850985
1720	1.044848084
1721	1.044845232
1722	1.04484062
1723	1.044837167
1724	1.044833414
1725	1.044830135
1726	1.044826609
1727	1.044823772
1728	1.044821373
1729	1.044818643
1730	1.044813638
1731	1.044809798
1732	1.044805902
1733	1.044802082
1734	1.044797972
1735	1.044795261
1736	1.044792977
1737	1.044789214
1738	1.044777601
1739	1.044773355
1740	1.044770222
1741	1.044767846
1742	1.04476378
1743	1.04475887
1744	1.044753654
1745	1.044750163
1746	1.044746586
1747	1.044742523
1748	1.044738935
1749	1.044735448
1750	1.044732192
1751	1.044728529
1752	1.044725365
1753	1.044722218
1754	1.044718135
1755	1.044715072
1756	1.044712104
1757	1.044708016
1758	1.044703672
1759	1.04470061
1760	1.044696332
1761	1.044692505
1762	1.044690246
1763	1.044687542
1764	1.044683884
1765	1.044680532
1766	1.044677756
1767	1.044674454
1768	1.044670959
1769	1.044667221
1770	1.044662956
1771	1.044659693
1772	1.044655829
1773	1.044651913
1774	1.044648699
1775	1.044645246
1776	1.044641854
1777	1.044639194
1778	1.044629595
1779	1.044625883
1780	1.044622763
1781	1.044619059
1782	1.044615509
1783	1.044612819
1784	1.0446088
1785	1.0446049
1786	1.044601838
1787	1.044598644
1788	1.044596514
1789	1.044593094
1790	1.044589335
1791	1.044586265
1792	1.044582505
1793	1.044578458
1794	1.044573647
1795	1.044569883
1796	1.044565328
1797	1.044560617
1798	1.044557315
1799	1.044552535
1800	1.044549531
1801	1.044546072
1802	1.044542418
1803	1.04453895
1804	1.044536384
1805	1.044533972
1806	1.044530335
1807	1.044527311
1808	1.044523814
1809	1.04451872
1810	1.044514247
1811	1.044511313
1812	1.044507321
1813	1.044503393
1814	1.044500715
1815	1.044498063
1816	1.044493753
1817	1.044490702
1818	1.044486062
1819	1.044481892
1820	1.044479476
1821	1.044475207
1822	1.044472339
1823	1.0444686
1824	1.044464282
1825	1.0444607
1826	1.044457232
1827	1.044454182
1828	1.044450377
1829	1.044446517
1830	1.044443013
1831	1.044440016
1832	1.04443725
1833	1.044433735
1834	1.044429071
1835	1.044425077
1836	1.044421727
1837	1.044418081
1838	1.044414228
1839	1.044409608
1840	1.044401117
1841	1.044397111
1842	1.044392928
1843	1.044388799
1844	1.044385693
1845	1.044383469
1846	1.044379665
1847	1.04437474
1848	1.044371789
1849	1.044367244
1850	1.044364591
1851	1.04436196
1852	1.044359938
1853	1.044356516
1854	1.044352737
1855	1.044348509
1856	1.044345795
1857	1.044341349
1858	1.044337774
1859	1.044335177
1860	1.04433227
1861	1.044328683
1862	1.044325471
1863	1.044320948
1864	1.044316887
1865	1.044313086
1866	1.044309192
1867	1.044306373
1868	1.044303046
1869	1.044300135
1870	1.044297098
1871	1.044293956
1872	1.044291799
1873	1.044288275
1874	1.044280942
1875	1.044277349
1876	1.044274002
1877	1.044270753
1878	1.044266963
1879	1.044264216
1880	1.044261831
1881	1.044258491
1882	1.04425554
1883	1.044251737
1884	1.044248712
1885	1.04424586
1886	1.044242485
1887	1.044237596
1888	1.044233849
1889	1.044230847
1890	1.044227779
1891	1.044224801
1892	1.044221213
1893	1.04421751
1894	1.044213974
1895	1.044210841
1896	1.044206564
1897	1.044202931
1898	1.044198786
1899	1.044194935
1900	1.044192
1901	1.044188587
1902	1.044184719
1903	1.044180649
1904	1.044175788
1905	1.044172769
1906	1.044169272
1907	1.044164628
1908	1.044161475
1909	1.044158815
1910	1.044155383
1911	1.044151649
1912	1.044147426
1913	1.044143964
1914	1.044140618
1915	1.044135706
1916	1.044132066
1917	1.044128956
1918	1.04412561
1919	1.044122907
1920	1.044119506
1921	1.044116973
1922	1.044113883
1923	1.044110392
1924	1.044106543
1925	1.044102604
1926	1.044098207
1927	1.044094169
1928	1.044090625
1929	1.04408759
1930	1.044084494
1931	1.044080336
1932	1.044076755
1933	1.044072821
1934	1.044070089
1935	1.044066625
1936	1.044063259
1937	1.044058971
1938	1.044056404
1939	1.044054369
1940	1.044050952
1941	1.044047641
1942	1.044044107
1943	1.044041075
1944	1.044036926
1945	1.04403313
1946	1.044028771
1947	1.044024457
1948	1.044021132
1949	1.044017348
1950	1.044012577
1951	1.044009584
1952	1.044004788
1953	1.044001368
1954	1.043998396
1955	1.043993709
1956	1.043991712
1957	1.043987809
1958	1.043983532
1959	1.043980875
1960	1.043977393
1961	1.043974439
1962	1.043971221
1963	1.043967547
1964	1.043964113
1965	1.043960591
1966	1.043957591
1967	1.043954729
1968	1.043951121
1969	1.04394705
1970	1.043944755
1971	1.04394181
1972	1.043937821
1973	1.04393376
1974	1.043929889
1975	1.043926934
1976	1.043923181
1977	1.043920186
1978	1.043916991
1979	1.043914588
1980	1.043911973
1981	1.043910232
1982	1.043907192
1983	1.043903562
1984	1.043898434
1985	1.043895865
1986	1.04389259
1987	1.043889597
1988	1.043886593
1989	1.043882829
1990	1.043879872
1991	1.043876376
1992	1.04387227
1993	1.043868679
1994	1.043865781
1995	1.043861558
1996	1.04385855
1997	1.043855149
1998	1.043852298
1999	1.043849666
2000	1.043845878
2001	1.043841677
2002	1.043839195
2003	1.043836279
2004	1.043833449
2005	1.043830735
2006	1.043828779
2007	1.04382681
2008	1.043823787
2009	1.043820325
2010	1.043817039
2011	1.043814068
2012	1.04381019
2013	1.043805938
2014	1.043803255
2015	1.043799817
2016	1.04379696
2017	1.043793954
2018	1.043791022
2019	1.043786766
2020	1.043782934
2021	1.043779524
2022	1.043776515
2023	1.043773356
2024	1.043769641
2025	1.043767228
2026	1.043763185
2027	1.043759411
2028	1.043756106
2029	1.043754357
2030	1.043751238
2031	1.043747588
2032	1.04374447
2033	1.043741037
2034	1.043738716
2035	1.043735741
2036	1.043732695
2037	1.043729329
2038	1.043724983
2039	1.043722963
2040	1.043720323
2041	1.043716716
2042	1.043713534
2043	1.043709843
2044	1.043706973
2045	1.043704431
2046	1.043700977
2047	1.043698227
2048	1.043695106
2049	1.043691948
2050	1.043689148
2051	1.043685243
2052	1.043682146
2053	1.043679359
2054	1.04367715
2055	1.043674692
2056	1.043672373
2057	1.043669159
2058	1.043665889
2059	1.043663231
2060	1.043660216
2061	1.043655538
2062	1.043652013
2063	1.043648834
2064	1.043644195
2065	1.043640205
2066	1.043636651
2067	1.043632849
2068	1.043630046
2069	1.043626069
2070	1.043622077
2071	1.043618497
2072	1.043614535
2073	1.043612125
2074	1.043609604
2075	1.043606595
2076	1.043604479
2077	1.043600941
2078	1.043598314
2079	1.043594485
2080	1.043590437
2081	1.043587109
2082	1.043583021
2083	1.043580352
2084	1.043576963
2085	1.04357382
2086	1.043570746
2087	1.043568536
2088	1.043565293
2089	1.043561511
2090	1.043557654
2091	1.043553496
2092	1.043552024
2093	1.043548018
2094	1.043543273
2095	1.043540036
2096	1.043535772
2097	1.043532676
2098	1.043529483
2099	1.043525871
2100	1.043523462
2101	1.043519531
2102	1.043515915
2103	1.04351252
2104	1.04350947
2105	1.043505592
2106	1.043502492
2107	1.043498477
2108	1.043494696
2109	1.043489483
2110	1.04348606
2111	1.043483056
2112	1.043479972
2113	1.043476185
2114	1.043473162
2115	1.043469462
2116	1.043465335
2117	1.04346178
2118	1.043459043
2119	1.043455286
2120	1.043452199
2121	1.043449373
2122	1.043446205
2123	1.043443068
2124	1.043438711
2125	1.043435463
2126	1.0434312
2127	1.043427966
2128	1.043424596
2129	1.043421395
2130	1.043417627
2131	1.043413769
2132	1.043410315
2133	1.043407402
2134	1.043404537
2135	1.04340133
2136	1.043398177
2137	1.043395074
2138	1.043391947
2139	1.043388121
2140	1.043385151
2141	1.04338103
2142	1.043377292
2143	1.043373927
2144	1.043371323
2145	1.043368409
2146	1.043365647
2147	1.043361438
2148	1.043357959
2149	1.043354351
2150	1.043351385
2151	1.04334753
2152	1.043344441
2153	1.043340571
2154	1.043337263
2155	1.043334327
2156	1.043330715
2157	1.043327867
2158	1.043324035
2159	1.043320422
2160	1.043316908
2161	1.04331413
2162	1.043310956
2163	1.043307276
2164	1.043303945
2165	1.043300339
2166	1.043297243
2167	1.043294048
2168	1.043290535
2169	1.043287573
2170	1.043284482
2171	1.043280479
2172	1.043277406
2173	1.043273552
2174	1.043270257
2175	1.043267584
2176	1.043263443
2177	1.04325918
2178	1.043255963
2179	1.043252511
2180	1.043249998
2181	1.043247225
2182	1.04324412
2183	1.043240479
2184	1.043237063
2185	1.043234028
2186	1.04323067
2187	1.043227521
2188	1.043224181
2189	1.043219586
2190	1.043215685
2191	1.043212878
2192	1.043209885
2193	1.04320595
2194	1.043202304
2195	1.043200057
2196	1.043196247
2197	1.043192605
2198	1.043188483
2199	1.043184855
2200	1.04318174
2201	1.043178054
2202	1.043173884
2203	1.043169732
2204	1.043165513
2205	1.04316269
2206	1.043159947
2207	1.043156826
2208	1.043153572
2209	1.043149918
2210	1.043146859
2211	1.043143611
2212	1.04313996
2213	1.04313639
2214	1.043132497
2215	1.043128448
2216	1.043124251
2217	1.043121101
2218	1.04311748
2219	1.043113861
2220	1.043111152
2221	1.043107011
2222	1.043103784
2223	1.043100576
2224	1.043097556
2225	1.043094485
2226	1.043091122
2227	1.043088056
2228	1.043084373
2229	1.043081581
2230	1.043077206
2231	1.043073219
2232	1.043069226
2233	1.043066662
2234	1.043062738
2235	1.043059354
2236	1.043055729
2237	1.043052497
2238	1.043050017
2239	1.043045525
2240	1.04304183
2241	1.043038017
2242	1.043033546
2243	1.043029363
2244	1.043026678
2245	1.043023587
2246	1.043021068
2247	1.043017364
2248	1.043013823
2249	1.043011268
2250	1.043008459
2251	1.043005048
2252	1.043002611
2253	1.043000459
2254	1.04299768
2255	1.042994656
2256	1.042991598
2257	1.042987488
2258	1.042983713
2259	1.042981072
2260	1.042978099
2261	1.042975873
2262	1.04297166
2263	1.042969415
2264	1.042965758
2265	1.042962318
2266	1.042960236
2267	1.042956591
2268	1.042952827
2269	1.042949127
2270	1.042945605
2271	1.042942576
2272	1.042938655
2273	1.042935874
2274	1.042932767
2275	1.042928516
2276	1.042925299
2277	1.042921651
2278	1.04291759
2279	1.042913761
2280	1.042910299
2281	1.042906967
2282	1.04290374
2283	1.042900548
2284	1.042897689
2285	1.04289413
2286	1.042890285
2287	1.04288591
2288	1.042882875
2289	1.04287922
2290	1.042874193
2291	1.042870838
2292	1.042867545
2293	1.042863281
2294	1.042860537
2295	1.042857843
2296	1.042854743
2297	1.042852165
2298	1.042847917
2299	1.042844802
2300	1.042840541
2301	1.04283755
2302	1.042834297
2303	1.04283137
2304	1.042828773
2305	1.042825669
2306	1.042821828
2307	1.042819332
2308	1.042816585
2309	1.042813023
2310	1.042809802
2311	1.04280573
2312	1.042801763
2313	1.042798078
2314	1.042794971
2315	1.042792654
2316	1.042790622
2317	1.042785506
2318	1.042782421
2319	1.042778805
2320	1.04277527
2321	1.042772165
2322	1.04276895
2323	1.042766064
2324	1.04276193
2325	1.042758858
2326	1.042755708
2327	1.042752376
2328	1.042748164
2329	1.042745286
2330	1.042741406
2331	1.042738215
2332	1.042734726
2333	1.042731074
2334	1.042727735
2335	1.04272392
2336	1.042720914
2337	1.042717545
2338	1.042713835
2339	1.042710438
2340	1.04270704
2341	1.042702411
2342	1.04269945
2343	1.042695709
2344	1.04269183
2345	1.042688204
2346	1.042685112
2347	1.042680324
2348	1.042677998
2349	1.042674167
2350	1.042671405
2351	1.042668042
2352	1.042665751
2353	1.042662891
2354	1.04265843
2355	1.042655202
2356	1.042651925
2357	1.042648128
2358	1.042644848
2359	1.04264055
2360	1.042637152
2361	1.042634141
2362	1.042631522
2363	1.042628063
2364	1.042625875
2365	1.042622554
2366	1.042618844
2367	1.042616406
2368	1.042612958
2369	1.042609149
2370	1.042605804
2371	1.042601887
2372	1.042599424
2373	1.04259679
2374	1.04259358
2375	1.042590437
2376	1.042587627
2377	1.042583994
2378	1.042580419
2379	1.042575801
2380	1.042572691
2381	1.042569105
2382	1.042565364
2383	1.042561343
2384	1.042557602
2385	1.042554695
2386	1.0425497
2387	1.042545625
2388	1.042542636
2389	1.042539107
2390	1.042537095
2391	1.042533294
2392	1.042529869
2393	1.042525979
2394	1.042522091
2395	1.042518702
2396	1.042516244
2397	1.042512287
2398	1.042508422
2399	1.042505593
2400	1.042502428
2401	1.042499872
2402	1.042495693
2403	1.04249327
2404	1.042490947
2405	1.042486853
2406	1.042482904
2407	1.04248032
2408	1.042477223
2409	1.042473627
2410	1.042471346
2411	1.042468695
2412	1.042465769
2413	1.042461964
2414	1.042459275
2415	1.042456578
2416	1.042454013
2417	1.042450972
2418	1.042445133
2419	1.042441746
2420	1.042438632
2421	1.042433757
2422	1.042430753
2423	1.042427023
2424	1.042423642
2425	1.042420795
2426	1.042416602
2427	1.042413132
2428	1.042409906
2429	1.042407733
2430	1.042402831
2431	1.042399947
2432	1.042397145
2433	1.042394217
2434	1.042391666
2435	1.042388871
2436	1.042384783
2437	1.042381646
2438	1.042377494
2439	1.042373856
2440	1.042370457
2441	1.042366489
2442	1.042363453
2443	1.042359645
2444	1.042356075
2445	1.042352207
2446	1.042349434
2447	1.042345606
2448	1.042343406
2449	1.042339836
2450	1.042336584
2451	1.042334451
2452	1.042331513
2453	1.042327316
2454	1.042319467
2455	1.042315663
2456	1.042312518
2457	1.042309496
2458	1.042306578
2459	1.042303202
2460	1.042300617
2461	1.042297344
2462	1.042292896
2463	1.042290364
2464	1.042287157
2465	1.04228392
2466	1.042279871
2467	1.042276657
2468	1.042272976
2469	1.042268598
2470	1.042265383
2471	1.042261321
2472	1.042258183
2473	1.042255446
2474	1.042251862
2475	1.042249449
2476	1.04224589
2477	1.042242675
2478	1.042238666
2479	1.042235622
2480	1.042231996
2481	1.042228437
2482	1.042225553
2483	1.042221585
2484	1.042219093
2485	1.042215713
2486	1.042212638
2487	1.042209186
2488	1.042206052
2489	1.042202827
2490	1.042199869
2491	1.042195575
2492	1.042192331
2493	1.042189476
2494	1.042185774
2495	1.042182952
2496	1.042179888
2497	1.042176991
2498	1.042173216
2499	1.042169535
2500	1.042166078
2501	1.042162124
2502	1.042158727
2503	1.042156626
2504	1.042151866
2505	1.042148742
2506	1.042146054
2507	1.042142609
2508	1.042139056
2509	1.042135561
2510	1.042131573
2511	1.042127741
2512	1.042124647
2513	1.042121251
2514	1.042117519
2515	1.042114571
2516	1.042112332
2517	1.04210887
2518	1.042105331
2519	1.04210181
2520	1.042099418
2521	1.04209697
2522	1.042094165
2523	1.042091691
2524	1.042086887
2525	1.042083693
2526	1.042080233
2527	1.04207712
2528	1.042073279
2529	1.042069891
2530	1.042066903
2531	1.042062955
2532	1.042059807
2533	1.042056544
2534	1.042053797
2535	1.042050832
2536	1.04204727
2537	1.042043792
2538	1.042040966
2539	1.042038338
2540	1.042034858
2541	1.042031653
2542	1.042029289
2543	1.04202607
2544	1.042023452
2545	1.042019764
2546	1.042017249
2547	1.042014222
2548	1.042009777
2549	1.042006028
2550	1.042003815
2551	1.042000717
2552	1.041996735
2553	1.041993285
2554	1.041990755
2555	1.041987786
2556	1.041984173
2557	1.041981641
2558	1.041978119
2559	1.041974888
2560	1.041971896
2561	1.041969515
2562	1.041966471
2563	1.041963517
2564	1.041961261
2565	1.04195818
2566	1.041954907
2567	1.04195191
2568	1.041949209
2569	1.041945877
2570	1.041942611
2571	1.041939023
2572	1.041936232
2573	1.041932779
2574	1.041929494
2575	1.041925694
2576	1.04192286
2577	1.041919855
2578	1.041916674
2579	1.04191351
2580	1.041910786
2581	1.041906842
2582	1.041903459
2583	1.041898947
2584	1.041896648
2585	1.041892585
2586	1.041889447
2587	1.041886707
2588	1.041883177
2589	1.041880701
2590	1.041878292
2591	1.041875902
2592	1.041872727
2593	1.041868894
2594	1.04186573
2595	1.041861783
2596	1.041858551
2597	1.04185466
2598	1.041851036
2599	1.04184752
2600	1.041844948
2601	1.041842007
2602	1.041837112
2603	1.041833345
2604	1.041831099
2605	1.041828466
2606	1.041825923
2607	1.041822724
2608	1.041820276
2609	1.041816977
2610	1.04181427
2611	1.041811184
2612	1.041807504
2613	1.041804607
2614	1.041802801
2615	1.041800306
2616	1.041797229
2617	1.041794472
2618	1.041791137
2619	1.041788103
2620	1.041784587
2621	1.041781723
2622	1.041777854
2623	1.04177413
2624	1.04177043
2625	1.041766472
2626	1.041764167
2627	1.041761282
2628	1.041758302
2629	1.041751904
2630	1.041749594
2631	1.04174653
2632	1.041743199
2633	1.041739837
2634	1.041737196
2635	1.041733598
2636	1.041730471
2637	1.041726613
2638	1.041723778
2639	1.041719504
2640	1.041715902
2641	1.041712372
2642	1.041709244
2643	1.041706075
2644	1.041701892
2645	1.041699107
2646	1.041694977
2647	1.041691099
2648	1.041688096
2649	1.041685404
2650	1.041681745
2651	1.041678201
2652	1.041674558
2653	1.041671976
2654	1.041668744
2655	1.041664927
2656	1.041662164
2657	1.041659803
2658	1.04165732
2659	1.041654456
2660	1.041651522
2661	1.041649106
2662	1.041645489
2663	1.041643318
2664	1.041640039
2665	1.041636429
2666	1.041633147
2667	1.041629813
2668	1.041625653
2669	1.04162294
2670	1.041620101
2671	1.041616051
2672	1.041613733
2673	1.041610414
2674	1.041607012
2675	1.041604107
2676	1.04159975
2677	1.041596204
2678	1.04159275
2679	1.041591121
2680	1.041587012
2681	1.041583876
2682	1.041580315
2683	1.041577346
2684	1.04157507
2685	1.041571631
2686	1.041568935
2687	1.041564622
2688	1.041561216
2689	1.041558408
2690	1.041555695
2691	1.041552863
2692	1.041548276
2693	1.041546553
2694	1.041543186
2695	1.041540855
2696	1.04153827
2697	1.041534348
2698	1.041531273
2699	1.041527707
2700	1.041524749
2701	1.041520938
2702	1.041517071
2703	1.041514328
2704	1.041511462
2705	1.041509468
2706	1.041506299
2707	1.041504254
2708	1.041501448
2709	1.041498248
2710	1.041492587
2711	1.041489735
2712	1.041486519
2713	1.041482738
2714	1.041479558
2715	1.041475319
2716	1.041471822
2717	1.04146923
2718	1.041465772
2719	1.041462892
2720	1.041458974
2721	1.041454627
2722	1.041452779
2723	1.041449434
2724	1.041446815
2725	1.041442507
2726	1.04143967
2727	1.041436038
2728	1.041432927
2729	1.041429542
2730	1.041426778
2731	1.04142341
2732	1.041419397
2733	1.041417685
2734	1.041413106
2735	1.041409217
2736	1.041406197
2737	1.041402018
2738	1.041398205
2739	1.041394371
2740	1.041390613
2741	1.041386762
2742	1.041383396
2743	1.041380511
2744	1.041376654
2745	1.041373654
2746	1.041369885
2747	1.041367559
2748	1.041362998
2749	1.041360367
2750	1.041357469
2751	1.041354943
2752	1.041350767
2753	1.041348263
2754	1.041345701
2755	1.041343024
2756	1.041340445
2757	1.041337105
2758	1.041332766
2759	1.041329038
2760	1.041325857
2761	1.041322027
2762	1.041318385
2763	1.04131458
2764	1.041311385
2765	1.041307445
2766	1.041304516
2767	1.041300399
2768	1.041298023
2769	1.041294995
2770	1.041291721
2771	1.041287335
2772	1.041284405
2773	1.041280666
2774	1.041278676
2775	1.041275664
2776	1.041273093
2777	1.041269833
2778	1.041266788
2779	1.041264001
2780	1.041260352
2781	1.041257641
2782	1.041254141
2783	1.041251391
2784	1.041247382
2785	1.041244143
2786	1.041240884
2787	1.041237904
2788	1.041235039
2789	1.041231969
2790	1.041229641
2791	1.041226888
2792	1.041224338
2793	1.041220752
2794	1.041217659
2795	1.041213046
2796	1.041210102
2797	1.041207833
2798	1.041204879
2799	1.04120082
2800	1.041197713
2801	1.041194663
2802	1.04119138
2803	1.04118755
2804	1.041184221
2805	1.041180473
2806	1.041177077
2807	1.041173056
2808	1.041169537
2809	1.041166091
2810	1.041162262
2811	1.041158604
2812	1.041155592
2813	1.041152531
2814	1.041148697
2815	1.04114555
2816	1.041142599
2817	1.041138151
2818	1.041135463
2819	1.041131284
2820	1.041128355
2821	1.041125241
2822	1.04112099
2823	1.041116773
2824	1.041113924
2825	1.041110704
2826	1.041107728
2827	1.041104772
2828	1.041102932
2829	1.041100026
2830	1.04109651
2831	1.041093008
2832	1.041090802
2833	1.041088026
2834	1.041085095
2835	1.041081995
2836	1.041078276
2837	1.041076129
2838	1.041072174
2839	1.041068932
2840	1.041065794
2841	1.04106224
2842	1.04105892
2843	1.041055965
2844	1.041053392
2845	1.041050046
2846	1.041048402
2847	1.041045203
2848	1.041042036
2849	1.041038431
2850	1.041035425
2851	1.041032611
2852	1.041029937
2853	1.041026338
2854	1.041022978
2855	1.04101904
2856	1.041015362
2857	1.041012693
2858	1.041009941
2859	1.041007284
2860	1.041004873
2861	1.041001034
2862	1.040998699
2863	1.040995233
2864	1.040991864
2865	1.040989252
2866	1.040986582
2867	1.040984657
2868	1.04098163
2869	1.040979268
2870	1.040974784
2871	1.040971348
2872	1.040967922
2873	1.040963485
2874	1.040959997
2875	1.040955839
2876	1.040952163
2877	1.040949431
2878	1.040946225
2879	1.040942961
2880	1.040938756
2881	1.040934939
2882	1.040932845
2883	1.040930154
2884	1.040927462
2885	1.040924227
2886	1.040921764
2887	1.040918388
2888	1.040916154
2889	1.040913031
2890	1.040910151
2891	1.04090607
2892	1.040902952
2893	1.040900349
2894	1.040898158
2895	1.040894215
2896	1.040891114
2897	1.040887804
2898	1.040885749
2899	1.040882028
2900	1.040880578
2901	1.040878229
2902	1.040875058
2903	1.040873002
2904	1.040869877
2905	1.040866246
2906	1.040863518
2907	1.04086067
2908	1.040856837
2909	1.040853999
2910	1.040850702
2911	1.040847325
2912	1.040844072
2913	1.040840562
2914	1.040836957
2915	1.040833622
2916	1.040830702
2917	1.040827591
2918	1.040824026
2919	1.040820642
2920	1.040816868
2921	1.040813938
2922	1.040811707
2923	1.040808691
2924	1.04080471
2925	1.040800623
2926	1.040797694
2927	1.040795405
2928	1.040792171
2929	1.040788498
2930	1.040785317
2931	1.04078218
2932	1.040779378
2933	1.040776307
2934	1.040772363
2935	1.040767979
2936	1.04076438
2937	1.040761966
2938	1.040758616
2939	1.040755855
2940	1.040753529
2941	1.040750273
2942	1.04074668
2943	1.040744547
2944	1.040741424
2945	1.040738696
2946	1.040735336
2947	1.040732829
2948	1.04073012
2949	1.040726921
2950	1.040724258
2951	1.0407202
2952	1.040716883
2953	1.040713952
2954	1.040710697
2955	1.040707296
2956	1.040704068
2957	1.04070108
2958	1.040697726
2959	1.040695218
2960	1.040691636
2961	1.040687779
2962	1.040684617
2963	1.040681073
2964	1.040678257
2965	1.040675424
2966	1.040672255
2967	1.040668171
2968	1.040664257
2969	1.040659095
2970	1.040655361
2971	1.04065188
2972	1.04064998
2973	1.040647146
2974	1.040643885
2975	1.040641514
2976	1.040638966
2977	1.040636216
2978	1.040634243
2979	1.040628688
2980	1.040626499
2981	1.040622979
2982	1.04062015
2983	1.0406175
2984	1.040615707
2985	1.040611797
2986	1.040608682
2987	1.040605793
2988	1.040603381
2989	1.040600455
2990	1.040597523
2991	1.040595216
2992	1.040591383
2993	1.040587718
2994	1.040584839
2995	1.040581778
2996	1.040578574
2997	1.040576281
2998	1.040573136
2999	1.04057023
