iter	RMSE
379	1.050516647
380	1.050511733
381	1.050508313
382	1.050503593
383	1.050498804
384	1.050493414
385	1.050488272
386	1.050483872
387	1.050480303
388	1.05047149
389	1.050464623
390	1.050459873
391	1.050455037
392	1.050449978
393	1.050445737
394	1.050440424
395	1.05043543
396	1.050431771
397	1.050423716
398	1.050419491
399	1.050411251
400	1.050406123
401	1.050401437
402	1.050388455
403	1.050384212
404	1.050379301
405	1.050373833
406	1.05036881
407	1.050362624
408	1.050354818
409	1.050351204
410	1.050346065
411	1.050339909
412	1.050334164
413	1.05033013
414	1.050326334
415	1.050321856
416	1.050316375
417	1.05031209
418	1.050306809
419	1.050301603
420	1.050296244
421	1.050284797
422	1.050280431
423	1.050276077
424	1.050271435
425	1.050267262
426	1.050263556
427	1.050256852
428	1.050245945
429	1.050242098
430	1.05023759
431	1.050225882
432	1.050221179
433	1.050210313
434	1.050201162
435	1.050196303
436	1.050190087
437	1.050184697
438	1.050181091
439	1.050175877
440	1.050171484
441	1.050154411
442	1.050148916
443	1.050142717
444	1.05013578
445	1.050132283
446	1.050126327
447	1.050122215
448	1.050117797
449	1.050108592
450	1.050102687
451	1.050097787
452	1.050093443
453	1.050089283
454	1.050084392
455	1.050079628
456	1.050072223
457	1.050065351
458	1.050061143
459	1.050051988
460	1.05004702
461	1.050043394
462	1.050038105
463	1.050032067
464	1.050028116
465	1.050022651
466	1.050018776
467	1.050015108
468	1.050010741
469	1.050005732
470	1.049995078
471	1.049991437
472	1.049977186
473	1.049972988
474	1.049967763
475	1.049963131
476	1.049959484
477	1.049953536
478	1.049945165
479	1.049938024
480	1.049933994
481	1.04992871
482	1.049919594
483	1.049914567
484	1.049901502
485	1.04989373
486	1.049889526
487	1.049885436
488	1.049880655
489	1.049874344
490	1.04987041
491	1.049864369
492	1.04985427
493	1.049850373
494	1.04984633
495	1.049841711
496	1.049838134
497	1.04983412
498	1.049828098
499	1.049823069
500	1.049819018
501	1.049814522
502	1.049810161
503	1.049805916
504	1.049795891
505	1.049792189
506	1.049789616
507	1.049784719
508	1.049777733
509	1.049772163
510	1.049767456
511	1.049763694
512	1.049758919
513	1.049754975
514	1.049750659
515	1.049746516
516	1.049735635
517	1.049730634
518	1.049727758
519	1.049721612
520	1.049715623
521	1.049710764
522	1.049705423
523	1.049700706
524	1.049696488
525	1.049691682
526	1.049687819
527	1.049681435
528	1.049675874
529	1.04967156
530	1.049665908
531	1.049660932
532	1.049655938
533	1.049651743
534	1.049647432
535	1.049642705
536	1.049637917
537	1.04963445
538	1.049630195
539	1.049625379
540	1.049615906
541	1.049612294
542	1.049608075
543	1.049604772
544	1.04960036
545	1.049595431
546	1.049589617
547	1.049581511
548	1.049575087
549	1.049571872
550	1.049567108
551	1.049561719
552	1.04955149
553	1.049547841
554	1.049544007
555	1.049540697
556	1.049536557
557	1.049533009
558	1.04952841
559	1.049524182
560	1.049518573
561	1.049513481
562	1.04950913
563	1.049505312
564	1.049500717
565	1.049494071
566	1.049489748
567	1.049484984
568	1.049481488
569	1.049478032
570	1.049474232
571	1.049468856
572	1.049462568
573	1.049459861
574	1.049455388
575	1.049449006
576	1.049445135
577	1.049439587
578	1.049434433
579	1.049429734
580	1.049424283
581	1.049420847
582	1.049417884
583	1.049412339
584	1.049405525
585	1.049401495
586	1.049396511
587	1.049392729
588	1.049387642
589	1.049382996
590	1.049378509
591	1.049373315
592	1.049370312
593	1.049364559
594	1.049359847
595	1.049354894
596	1.049351742
597	1.049347891
598	1.049343814
599	1.049338837
600	1.049334627
601	1.049329095
602	1.049325432
603	1.049320004
604	1.049315766
605	1.04931106
606	1.049307467
607	1.049301049
608	1.049296959
609	1.049291613
610	1.049284569
611	1.049281314
612	1.049276701
613	1.04927121
614	1.049266699
615	1.049261177
616	1.049256105
617	1.049250346
618	1.049245991
619	1.049242078
620	1.049237071
621	1.049231387
622	1.049227327
623	1.049222521
624	1.049218934
625	1.04921488
626	1.049209664
627	1.049205046
628	1.049201697
629	1.0491985
630	1.049191631
631	1.049187827
632	1.04918333
633	1.049177839
634	1.049174138
635	1.049168915
636	1.049163674
637	1.049160535
638	1.049145923
639	1.049139811
640	1.04913616
641	1.049131563
642	1.049127529
643	1.049124398
644	1.049120205
645	1.04911558
646	1.049111263
647	1.049106732
648	1.049103053
649	1.049098274
650	1.049094604
651	1.049088924
652	1.049084217
653	1.049081121
654	1.049077742
655	1.049074375
656	1.049071043
657	1.049059524
658	1.049054425
659	1.049051789
660	1.049046123
661	1.049042179
662	1.049037818
663	1.049033185
664	1.049027699
665	1.049023936
666	1.049011157
667	1.049006461
668	1.049002552
669	1.048996832
670	1.048993734
671	1.048989058
672	1.048983549
673	1.048979685
674	1.048975221
675	1.048970039
676	1.048966722
677	1.048963483
678	1.048959693
679	1.048955017
680	1.04894637
681	1.048941943
682	1.048937516
683	1.048933785
684	1.048928079
685	1.048922752
686	1.04891999
687	1.048916986
688	1.048912781
689	1.048909235
690	1.048905369
691	1.048900292
692	1.04889641
693	1.048889569
694	1.048887085
695	1.048883482
696	1.048879241
697	1.048876125
698	1.048873253
699	1.048868621
700	1.048863087
701	1.048857922
702	1.048853094
703	1.048849073
704	1.048843673
705	1.048840401
706	1.048837481
707	1.048832204
708	1.048827208
709	1.048822313
710	1.048817526
711	1.04881315
712	1.048808404
713	1.04880461
714	1.048800461
715	1.048797021
716	1.048792933
717	1.048790486
718	1.048785916
719	1.048780331
720	1.048775287
721	1.048771104
722	1.048766605
723	1.048761253
724	1.048756121
725	1.048752617
726	1.048748872
727	1.048744377
728	1.048740793
729	1.048738271
730	1.048733509
731	1.048727582
732	1.048724296
733	1.048721278
734	1.048718465
735	1.048715281
736	1.048710755
737	1.048707861
738	1.04870392
739	1.048697989
740	1.04869356
741	1.04868983
742	1.048684856
743	1.048680169
744	1.048676007
745	1.048672792
746	1.048669024
747	1.04866581
748	1.048661032
749	1.048657496
750	1.048653212
751	1.048649318
752	1.048645252
753	1.048639308
754	1.048634191
755	1.048629148
756	1.048623732
757	1.048620885
758	1.048618255
759	1.048613355
760	1.048603752
761	1.048599066
762	1.048595945
763	1.048589957
764	1.048578452
765	1.048574043
766	1.048569063
767	1.048564001
768	1.048560859
769	1.048556987
770	1.04855289
771	1.048549267
772	1.048546231
773	1.048541699
774	1.048535992
775	1.048532503
776	1.048528018
777	1.048521858
778	1.048517328
779	1.048514807
780	1.048509832
781	1.048504463
782	1.048499991
783	1.048495583
784	1.048492129
785	1.048489074
786	1.048485402
787	1.04848069
788	1.048475556
789	1.048471366
790	1.048466612
791	1.048462752
792	1.048458817
793	1.048454902
794	1.048449494
795	1.04844519
796	1.048441004
797	1.048437934
798	1.048434579
799	1.048430601
800	1.048426931
801	1.0484239
802	1.04842052
803	1.048416439
804	1.04841377
805	1.048402582
806	1.048397507
807	1.048393533
808	1.048387754
809	1.048384832
810	1.048380551
811	1.048376784
812	1.048373296
813	1.048369742
814	1.048365768
815	1.048361491
816	1.048357067
817	1.048353413
818	1.048350357
819	1.048344904
820	1.048340288
821	1.048335565
822	1.048331576
823	1.048327192
824	1.048323929
825	1.048320743
826	1.048315725
827	1.048310269
828	1.048306281
829	1.048303299
830	1.048299577
831	1.048295353
832	1.048292022
833	1.048287465
834	1.048283674
835	1.048280212
836	1.048276443
837	1.048270849
838	1.048265948
839	1.048261983
840	1.04825679
841	1.04825335
842	1.048249688
843	1.048246053
844	1.048239182
845	1.048236131
846	1.048231978
847	1.048227046
848	1.048222486
849	1.048219363
850	1.04821473
851	1.048202921
852	1.048198993
853	1.048194221
854	1.048189921
855	1.048185068
856	1.04818092
857	1.048175934
858	1.048171872
859	1.048168284
860	1.048163209
861	1.048160195
862	1.048155858
863	1.048151437
864	1.048145651
865	1.048141509
866	1.048136442
867	1.048130842
868	1.048125868
869	1.048122075
870	1.04811748
871	1.048112311
872	1.048108893
873	1.048105373
874	1.048100977
875	1.048097098
876	1.048090904
877	1.048085226
878	1.048081377
879	1.048071861
880	1.048067326
881	1.048064437
882	1.048059503
883	1.048055278
884	1.048051379
885	1.048045278
886	1.048041644
887	1.048037096
888	1.048032724
889	1.048030095
890	1.048027577
891	1.048025219
892	1.048019694
893	1.048015862
894	1.048010259
895	1.048006432
896	1.048001269
897	1.047996902
898	1.047993917
899	1.047989051
900	1.047984983
901	1.047980632
902	1.047975985
903	1.047972194
904	1.047967993
905	1.047963387
906	1.047959952
907	1.047955827
908	1.047951636
909	1.047947494
910	1.047944459
911	1.047940432
912	1.047936265
913	1.047934137
914	1.047929889
915	1.047925523
916	1.047922259
917	1.047918241
918	1.047913719
919	1.047909126
920	1.047904783
921	1.047899706
922	1.04789433
923	1.047891634
924	1.047888671
925	1.047884672
926	1.047880671
927	1.047877243
928	1.047873145
929	1.047869822
930	1.047865423
931	1.047861651
932	1.047857825
933	1.047854055
934	1.04784956
935	1.047839006
936	1.04783428
937	1.047829004
938	1.047825351
939	1.047822608
940	1.047819462
941	1.047816032
942	1.047812732
943	1.047808942
944	1.047805009
945	1.04780039
946	1.047796707
947	1.047793741
948	1.047789292
949	1.047784852
950	1.047780288
951	1.04777558
952	1.047772639
953	1.047769608
954	1.047766347
955	1.047763246
956	1.047759477
957	1.047756694
958	1.047753132
959	1.047748838
960	1.047744869
961	1.047740886
962	1.047736992
963	1.047732537
964	1.047728936
965	1.047725625
966	1.047719625
967	1.047716499
968	1.047711977
969	1.047707533
970	1.047704084
971	1.04769983
972	1.047696731
973	1.047692323
974	1.0476877
975	1.047683682
976	1.04768002
977	1.047676883
978	1.047671755
979	1.047666402
980	1.047663566
981	1.047659928
982	1.047656717
983	1.047653686
984	1.047651587
985	1.047649336
986	1.04764547
987	1.047640416
988	1.047636797
989	1.047632841
990	1.047628114
991	1.047624375
992	1.047620869
993	1.047617468
994	1.047614027
995	1.047610527
996	1.047607232
997	1.047603209
998	1.047598689
999	1.047595467
1000	1.047590485
1001	1.047585289
1002	1.047581376
1003	1.047577518
1004	1.047573213
1005	1.047568796
1006	1.047564786
1007	1.047560681
1008	1.047556375
1009	1.047551816
1010	1.047549804
1011	1.047545797
1012	1.047540539
1013	1.047536715
1014	1.047529127
1015	1.047525815
1016	1.04752301
1017	1.047519826
1018	1.047515566
1019	1.047512633
1020	1.047508668
1021	1.047504772
1022	1.047500519
1023	1.047497474
1024	1.04749279
1025	1.047488791
1026	1.047486145
1027	1.047483285
1028	1.047479477
1029	1.047476376
1030	1.047472572
1031	1.047468603
1032	1.047465932
1033	1.047462511
1034	1.04745801
1035	1.047453455
1036	1.047450381
1037	1.047446702
1038	1.047442761
1039	1.047438765
1040	1.047434209
1041	1.047428825
1042	1.04742395
1043	1.047418825
1044	1.047414609
1045	1.047410258
1046	1.047406371
1047	1.047402466
1048	1.047398309
1049	1.047394351
1050	1.047390482
1051	1.047385888
1052	1.047382485
1053	1.04737934
1054	1.047375305
1055	1.047372058
1056	1.04736764
1057	1.047364259
1058	1.047360972
1059	1.047356616
1060	1.047351939
1061	1.047348131
1062	1.047342929
1063	1.047338529
1064	1.047334114
1065	1.047330106
1066	1.047328063
1067	1.047322772
1068	1.047318842
1069	1.047314708
1070	1.047311647
1071	1.047307338
1072	1.047302915
1073	1.047299996
1074	1.047297305
1075	1.047294183
1076	1.04728951
1077	1.04728484
1078	1.04728146
1079	1.047275486
1080	1.047271199
1081	1.047267758
1082	1.04726365
1083	1.047259351
1084	1.047256964
1085	1.047252077
1086	1.047248577
1087	1.047244218
1088	1.047240279
1089	1.047236486
1090	1.047231256
1091	1.047227992
1092	1.047223828
1093	1.047218785
1094	1.047214409
1095	1.047209947
1096	1.047205896
1097	1.047201252
1098	1.047197579
1099	1.047193362
1100	1.047189547
1101	1.047185733
1102	1.04717926
1103	1.047175658
1104	1.047160585
1105	1.047156688
1106	1.047152449
1107	1.047147471
1108	1.047144498
1109	1.047139611
1110	1.04713679
1111	1.047133113
1112	1.047129719
1113	1.047126122
1114	1.047122048
1115	1.047118656
1116	1.047114414
1117	1.047105854
1118	1.047100502
1119	1.04709689
1120	1.047092968
1121	1.047088952
1122	1.047085041
1123	1.04708156
1124	1.047077765
1125	1.047074708
1126	1.047071328
1127	1.04706668
1128	1.047062193
1129	1.047057673
1130	1.047054125
1131	1.047050953
1132	1.04704748
1133	1.047043802
1134	1.047040122
1135	1.047036332
1136	1.047031557
1137	1.047027864
1138	1.047023545
1139	1.047019977
1140	1.047015257
1141	1.047010909
1142	1.047005775
1143	1.04700344
1144	1.04700048
1145	1.046996814
1146	1.046994373
1147	1.046989679
1148	1.046985428
1149	1.046981568
1150	1.046978919
1151	1.046975525
1152	1.046972579
1153	1.046968769
1154	1.046966086
1155	1.046962231
1156	1.04695903
1157	1.046954933
1158	1.04695003
1159	1.04694685
1160	1.046943422
1161	1.046937714
1162	1.046933958
1163	1.046930768
1164	1.046926913
1165	1.046922766
1166	1.04691763
1167	1.046913906
1168	1.046910697
1169	1.046906281
1170	1.046902347
1171	1.046898429
1172	1.046894668
1173	1.046889032
1174	1.046883489
1175	1.046881221
1176	1.046876682
1177	1.046873383
1178	1.046869304
1179	1.046866754
1180	1.046863238
1181	1.046861011
1182	1.046856855
1183	1.046853582
1184	1.046851049
1185	1.04684731
1186	1.046845212
1187	1.04684143
1188	1.046839005
1189	1.046835228
1190	1.046830542
1191	1.046826122
1192	1.046823045
1193	1.046820433
1194	1.046815901
1195	1.046812168
1196	1.046807079
1197	1.04680332
1198	1.046799832
1199	1.046792588
1200	1.046782771
1201	1.046779552
1202	1.046775561
1203	1.046771977
1204	1.046768793
1205	1.046764893
1206	1.04676057
1207	1.046757404
1208	1.046752372
1209	1.046747961
1210	1.046743934
1211	1.046740802
1212	1.046736552
1213	1.046734716
1214	1.046730591
1215	1.046724412
1216	1.046720027
1217	1.046715301
1218	1.046711206
1219	1.046706637
1220	1.046702456
1221	1.046698621
1222	1.046695993
1223	1.046691893
1224	1.046689653
1225	1.046684266
1226	1.046679873
1227	1.046675551
1228	1.046672215
1229	1.046668454
1230	1.046665378
1231	1.046660374
1232	1.046656065
1233	1.046651828
1234	1.04664675
1235	1.046644015
1236	1.046640637
1237	1.046638293
1238	1.046635595
1239	1.046631871
1240	1.04662937
1241	1.046626317
1242	1.046620182
1243	1.046615506
1244	1.046611717
1245	1.046609209
1246	1.046601051
1247	1.046596353
1248	1.046593696
1249	1.046589454
1250	1.046578477
1251	1.046574717
1252	1.046570681
1253	1.046566746
1254	1.046563708
1255	1.046560247
1256	1.046557294
1257	1.046552823
1258	1.046547803
1259	1.046544422
1260	1.046542335
1261	1.046539054
1262	1.046534779
1263	1.046530509
1264	1.046527261
1265	1.046523384
1266	1.046519662
1267	1.046517547
1268	1.046514796
1269	1.046511487
1270	1.046508736
1271	1.046504174
1272	1.046499518
1273	1.046494946
1274	1.046491452
1275	1.04648824
1276	1.046486609
1277	1.046483449
1278	1.04648122
1279	1.046477962
1280	1.046474746
1281	1.046470311
1282	1.046466135
1283	1.04646231
1284	1.046457498
1285	1.046453883
1286	1.046449946
1287	1.046445703
1288	1.046442395
1289	1.046438757
1290	1.046433455
1291	1.046430316
1292	1.046426235
1293	1.046422214
1294	1.046419099
1295	1.046415484
1296	1.046413289
1297	1.04640982
1298	1.046407008
1299	1.046402675
1300	1.046399483
1301	1.046395584
1302	1.046389852
1303	1.046386341
1304	1.046382685
1305	1.046378661
1306	1.046374446
1307	1.046370541
1308	1.046367457
1309	1.046362484
1310	1.046358352
1311	1.046354174
1312	1.046350611
1313	1.046348308
1314	1.046343076
1315	1.046338922
1316	1.046334799
1317	1.046331155
1318	1.0463275
1319	1.046324711
1320	1.046321011
1321	1.046317784
1322	1.046315516
1323	1.046311458
1324	1.046307989
1325	1.046304304
1326	1.046300679
1327	1.046296922
1328	1.04629449
1329	1.046291596
1330	1.046288997
1331	1.046283892
1332	1.046279567
1333	1.046275547
1334	1.046272332
1335	1.046267763
1336	1.046263214
1337	1.046258643
1338	1.04625361
1339	1.04624897
1340	1.046245002
1341	1.046240805
1342	1.046237022
1343	1.046233263
1344	1.046231427
1345	1.04622586
1346	1.046221602
1347	1.046219447
1348	1.046215689
1349	1.046212308
1350	1.046208539
1351	1.046205476
1352	1.046202834
1353	1.046198847
1354	1.046195611
1355	1.046190317
1356	1.046185498
1357	1.046181227
1358	1.046177642
1359	1.046174678
1360	1.04617149
1361	1.04616742
1362	1.046163322
1363	1.046153307
1364	1.046150071
1365	1.046145934
1366	1.046142885
1367	1.046138316
1368	1.046134151
1369	1.046130443
1370	1.046126426
1371	1.046124522
1372	1.046120547
1373	1.046116697
1374	1.046112819
1375	1.046107814
1376	1.046105051
1377	1.046100547
1378	1.046097528
1379	1.046094306
1380	1.046090436
1381	1.046086059
1382	1.046082355
1383	1.046079041
1384	1.046075259
1385	1.046072565
1386	1.046067404
1387	1.046064529
1388	1.046061024
1389	1.046057228
1390	1.046053041
1391	1.046049304
1392	1.046043788
1393	1.046040136
1394	1.046037093
1395	1.046034584
1396	1.046030911
1397	1.046026496
1398	1.046022106
1399	1.046017745
1400	1.046013871
1401	1.046001036
1402	1.045997279
1403	1.045994011
1404	1.045989067
1405	1.045984675
1406	1.045981534
1407	1.045978035
1408	1.04597328
1409	1.045969806
1410	1.045965395
1411	1.045963054
1412	1.045960493
1413	1.045956658
1414	1.045953314
1415	1.045950845
1416	1.045946757
1417	1.045943789
1418	1.045939784
1419	1.045936977
1420	1.045933557
1421	1.045929602
1422	1.04592317
1423	1.045920257
1424	1.045915696
1425	1.045912003
1426	1.045906986
1427	1.045903193
1428	1.045900286
1429	1.045896539
1430	1.045893014
1431	1.04588992
1432	1.045882934
1433	1.045878938
1434	1.045874865
1435	1.045871553
1436	1.04586778
1437	1.045864513
1438	1.045860473
1439	1.045857855
1440	1.045853798
1441	1.045850387
1442	1.045846719
1443	1.045843283
1444	1.045839986
1445	1.045836979
1446	1.04583438
1447	1.045830476
1448	1.045827019
1449	1.045822906
1450	1.045818767
1451	1.045815598
1452	1.04581207
1453	1.045807756
1454	1.045804299
1455	1.045800604
1456	1.045796219
1457	1.045791772
1458	1.045786778
1459	1.045782676
1460	1.045778394
1461	1.045774783
1462	1.045769885
1463	1.045765686
1464	1.045762279
1465	1.045757005
1466	1.045754011
1467	1.045750564
1468	1.045747031
1469	1.04574334
1470	1.04574089
1471	1.045737253
1472	1.045734158
1473	1.045730333
1474	1.045726688
1475	1.045722003
1476	1.045719282
1477	1.045716155
1478	1.045712643
1479	1.045708264
1480	1.045706058
1481	1.045701596
1482	1.045698713
1483	1.045694389
1484	1.045690235
1485	1.045686188
1486	1.045683001
1487	1.045679649
1488	1.045676133
1489	1.045670795
1490	1.04566814
1491	1.045664623
1492	1.045661459
1493	1.045658647
1494	1.045655482
1495	1.045652257
1496	1.045649362
1497	1.045646524
1498	1.045643745
1499	1.045639116
1500	1.045635061
1501	1.045631431
1502	1.045628376
1503	1.045624131
1504	1.045620424
1505	1.045616337
1506	1.045613541
1507	1.045609878
1508	1.04560626
1509	1.045602881
1510	1.04559786
1511	1.045594193
1512	1.045588518
1513	1.045586677
1514	1.045584152
1515	1.045579994
1516	1.045576641
1517	1.045573327
1518	1.045570115
1519	1.045566056
1520	1.04556232
1521	1.045559177
1522	1.045556274
1523	1.045553132
1524	1.045549634
1525	1.045546582
1526	1.045543283
1527	1.045538962
1528	1.045535504
1529	1.045531906
1530	1.045529387
1531	1.045526552
1532	1.045522362
1533	1.045518279
1534	1.045514631
1535	1.045509303
1536	1.045505777
1537	1.045503547
1538	1.045501269
1539	1.045498946
1540	1.045495244
1541	1.04549137
1542	1.045487382
1543	1.045483726
1544	1.045479675
1545	1.045476674
1546	1.045473359
1547	1.045470683
1548	1.045467462
1549	1.045464115
1550	1.045460509
1551	1.045456173
1552	1.045451865
1553	1.04544833
1554	1.045445671
1555	1.045441701
1556	1.045438411
1557	1.045435292
1558	1.045432035
1559	1.045428035
1560	1.04542408
1561	1.045421549
1562	1.045417244
1563	1.045412618
1564	1.045403976
1565	1.045399897
1566	1.045396344
1567	1.045392349
1568	1.045389662
1569	1.04538609
1570	1.045383604
1571	1.04538075
1572	1.045377983
1573	1.045373775
1574	1.045370455
1575	1.045367466
1576	1.045363171
1577	1.045359827
1578	1.045357693
1579	1.045354931
1580	1.045351874
1581	1.045348205
1582	1.04534464
1583	1.045339655
1584	1.045336518
1585	1.045331099
1586	1.045327516
1587	1.045324778
1588	1.045322512
1589	1.045319074
1590	1.045314315
1591	1.045310297
1592	1.045305918
1593	1.045303019
1594	1.04529989
1595	1.045295876
1596	1.045291607
1597	1.045287812
1598	1.045284765
1599	1.045280645
1600	1.045277579
1601	1.04527397
1602	1.045269692
1603	1.045264368
1604	1.045260637
1605	1.045258035
1606	1.045253478
1607	1.045250853
1608	1.045247739
1609	1.045244212
1610	1.04524045
1611	1.045237939
1612	1.045233773
1613	1.04523081
1614	1.045227283
1615	1.045223578
1616	1.045220445
1617	1.045215729
1618	1.045212992
1619	1.045209225
1620	1.045207074
1621	1.04520301
1622	1.04520002
1623	1.045196553
1624	1.045192973
1625	1.045188755
1626	1.045184361
1627	1.045181121
1628	1.045176859
1629	1.045172788
1630	1.045168912
1631	1.045165938
1632	1.045162133
1633	1.045159097
1634	1.045155548
1635	1.045152146
1636	1.045149648
1637	1.045146852
1638	1.045143663
1639	1.045141366
1640	1.045136306
1641	1.045132559
1642	1.045128043
1643	1.045124628
1644	1.045121433
1645	1.045116323
1646	1.045111895
1647	1.045109039
1648	1.045105541
1649	1.045100978
1650	1.045097442
1651	1.045094138
1652	1.045089406
1653	1.0450849
1654	1.045082245
1655	1.04507913
1656	1.045075403
1657	1.045071951
1658	1.045068799
1659	1.045065318
1660	1.045060744
1661	1.045055918
1662	1.045051737
1663	1.04504811
